datetime,open,high,low,close,volume
2025-01-01 22:00:00,0.82639,0.82753,0.8263,0.82735,1649
2025-01-01 23:00:00,0.82736,0.82786,0.82674,0.82675,2227
2025-01-02 00:00:00,0.82677,0.82728,0.82671,0.82705,1720
2025-01-02 01:00:00,0.82703,0.82742,0.82665,0.82729,3034
2025-01-02 02:00:00,0.82729,0.82759,0.82725,0.82744,1716
2025-01-02 03:00:00,0.82745,0.82763,0.82726,0.82732,1627
2025-01-02 04:00:00,0.82732,0.82744,0.82703,0.82727,1538
2025-01-02 05:00:00,0.82727,0.82731,0.8269,0.82694,1219
2025-01-02 06:00:00,0.82693,0.82719,0.82684,0.82715,1805
2025-01-02 07:00:00,0.82714,0.82797,0.82711,0.8276,2891
2025-01-02 08:00:00,0.8276,0.82915,0.8276,0.82914,5478
2025-01-02 09:00:00,0.82917,0.82958,0.82899,0.82929,3939
2025-01-02 10:00:00,0.82929,0.82998,0.82849,0.82889,5264
2025-01-02 11:00:00,0.82891,0.83014,0.82887,0.82967,4519
2025-01-02 12:00:00,0.82964,0.83106,0.82948,0.83076,4823
2025-01-02 13:00:00,0.83077,0.83252,0.83071,0.83144,7131
2025-01-02 14:00:00,0.83144,0.83236,0.83096,0.83109,6620
2025-01-02 15:00:00,0.83101,0.83211,0.8302,0.83024,7533
2025-01-02 16:00:00,0.83023,0.83037,0.82759,0.82922,8490
2025-01-02 17:00:00,0.82923,0.82995,0.82893,0.82966,5340
2025-01-02 18:00:00,0.82967,0.82977,0.82908,0.82918,3502
2025-01-02 19:00:00,0.82918,0.82924,0.8286,0.82879,2910
2025-01-02 20:00:00,0.82878,0.829,0.82855,0.82897,2460
2025-01-02 21:00:00,0.82898,0.82918,0.82895,0.82916,472
2025-01-02 22:00:00,0.82812,0.8291,0.8281,0.82886,1985
2025-01-02 23:00:00,0.82887,0.82946,0.82887,0.8294,1767
2025-01-03 00:00:00,0.8294,0.82946,0.82917,0.82933,1292
2025-01-03 01:00:00,0.82932,0.82933,0.82893,0.82901,1757
2025-01-03 02:00:00,0.82902,0.82919,0.82883,0.829,1470
2025-01-03 03:00:00,0.82901,0.82901,0.82858,0.82868,1274
2025-01-03 04:00:00,0.82869,0.82869,0.82851,0.8286,983
2025-01-03 05:00:00,0.82861,0.8288,0.82851,0.82868,1293
2025-01-03 06:00:00,0.82868,0.82876,0.82848,0.82868,1588
2025-01-03 07:00:00,0.82869,0.82988,0.82869,0.82913,4251
2025-01-03 08:00:00,0.8291,0.82974,0.82881,0.82948,4234
2025-01-03 09:00:00,0.82948,0.82995,0.82922,0.82947,3595
2025-01-03 10:00:00,0.82944,0.82998,0.82938,0.82963,2975
2025-01-03 11:00:00,0.82962,0.83006,0.82928,0.82995,3247
2025-01-03 12:00:00,0.82996,0.83004,0.82966,0.82987,3243
2025-01-03 13:00:00,0.82988,0.83017,0.82953,0.83001,3873
2025-01-03 14:00:00,0.83001,0.83027,0.8295,0.82986,4325
2025-01-03 15:00:00,0.82971,0.83031,0.82895,0.82944,7111
2025-01-03 16:00:00,0.82945,0.82959,0.82861,0.82874,4181
2025-01-03 17:00:00,0.82875,0.82945,0.82874,0.82926,3221
2025-01-03 18:00:00,0.82925,0.82928,0.82886,0.82908,2130
2025-01-03 19:00:00,0.82907,0.82909,0.82881,0.82889,2033
2025-01-03 20:00:00,0.82888,0.82934,0.82881,0.82931,2057
2025-01-03 21:00:00,0.82928,0.82957,0.82924,0.82951,550
2025-01-05 22:00:00,0.82826,0.83001,0.82812,0.82939,2254
2025-01-05 23:00:00,0.8294,0.82965,0.829,0.82942,1303
2025-01-06 00:00:00,0.82942,0.82942,0.82886,0.8289,1970
2025-01-06 01:00:00,0.82889,0.82928,0.82879,0.82927,2002
2025-01-06 02:00:00,0.82928,0.82948,0.82915,0.8293,1826
2025-01-06 03:00:00,0.82931,0.82964,0.82928,0.82957,1316
2025-01-06 04:00:00,0.82957,0.82961,0.82934,0.82936,958
2025-01-06 05:00:00,0.82936,0.82936,0.82882,0.82891,1488
2025-01-06 06:00:00,0.8289,0.82897,0.82854,0.82881,1852
2025-01-06 07:00:00,0.82884,0.82933,0.82866,0.82931,2687
2025-01-06 08:00:00,0.82933,0.8295,0.8287,0.82933,4907
2025-01-06 09:00:00,0.82934,0.83026,0.82892,0.83006,6246
2025-01-06 10:00:00,0.83007,0.83029,0.82884,0.82923,3606
2025-01-06 11:00:00,0.82924,0.83149,0.82899,0.83086,9573
2025-01-06 12:00:00,0.83085,0.8311,0.82949,0.83053,7029
2025-01-06 13:00:00,0.83055,0.83177,0.83041,0.83106,7383
2025-01-06 14:00:00,0.83107,0.83149,0.83002,0.83059,9569
2025-01-06 15:00:00,0.83062,0.83116,0.82979,0.83094,7948
2025-01-06 16:00:00,0.83095,0.83105,0.82981,0.83,5099
2025-01-06 17:00:00,0.82999,0.83034,0.82964,0.82979,3353
2025-01-06 18:00:00,0.82978,0.83015,0.82961,0.83003,2761
2025-01-06 19:00:00,0.83002,0.83042,0.83,0.83021,2414
2025-01-06 20:00:00,0.83022,0.83023,0.82971,0.82974,2056
2025-01-06 21:00:00,0.82974,0.82987,0.82969,0.82973,1003
2025-01-06 22:00:00,0.82986,0.83005,0.82901,0.8298,1403
2025-01-06 23:00:00,0.82982,0.83002,0.82973,0.83,917
2025-01-07 00:00:00,0.83,0.83008,0.82971,0.82989,1511
2025-01-07 01:00:00,0.82988,0.82991,0.82907,0.82919,2394
2025-01-07 02:00:00,0.82918,0.8294,0.82909,0.82927,1827
2025-01-07 03:00:00,0.82926,0.8294,0.82909,0.82925,1327
2025-01-07 04:00:00,0.82924,0.82936,0.8291,0.82923,1388
2025-01-07 05:00:00,0.82924,0.82961,0.82917,0.82923,1719
2025-01-07 06:00:00,0.82924,0.82939,0.82908,0.82928,1921
2025-01-07 07:00:00,0.82929,0.82995,0.82917,0.8297,4342
2025-01-07 08:00:00,0.82971,0.83041,0.82965,0.82991,4858
2025-01-07 09:00:00,0.8299,0.83015,0.82948,0.83001,4105
2025-01-07 10:00:00,0.83001,0.83055,0.82958,0.83033,4220
2025-01-07 11:00:00,0.83032,0.83055,0.82988,0.83042,3669
2025-01-07 12:00:00,0.83043,0.83053,0.82897,0.82938,4753
2025-01-07 13:00:00,0.82937,0.82969,0.82868,0.82892,4597
2025-01-07 14:00:00,0.82893,0.82961,0.82872,0.82939,4640
2025-01-07 15:00:00,0.82922,0.8301,0.82874,0.82999,9200
2025-01-07 16:00:00,0.82997,0.83043,0.82947,0.8297,7145
2025-01-07 17:00:00,0.8297,0.82982,0.829,0.82936,4642
2025-01-07 18:00:00,0.82937,0.82943,0.82891,0.82911,3292
2025-01-07 19:00:00,0.82912,0.82918,0.8289,0.82905,2025
2025-01-07 20:00:00,0.82903,0.82924,0.82875,0.82885,2113
2025-01-07 21:00:00,0.82881,0.82889,0.82866,0.82884,415
2025-01-07 22:00:00,0.82882,0.82887,0.82837,0.8288,860
2025-01-07 23:00:00,0.82894,0.82915,0.8288,0.82892,1397
2025-01-08 00:00:00,0.82891,0.82916,0.8289,0.82916,1870
2025-01-08 01:00:00,0.82916,0.8293,0.82904,0.8292,2299
2025-01-08 02:00:00,0.82921,0.82925,0.82907,0.82924,1646
2025-01-08 03:00:00,0.82924,0.82928,0.82896,0.82923,1286
2025-01-08 04:00:00,0.82924,0.8293,0.82908,0.82927,1018
2025-01-08 05:00:00,0.82927,0.82942,0.82911,0.82918,1315
2025-01-08 06:00:00,0.82917,0.82929,0.82868,0.82877,1851
2025-01-08 07:00:00,0.82877,0.82922,0.82841,0.82868,4612
2025-01-08 08:00:00,0.8287,0.82971,0.82853,0.82939,5508
2025-01-08 09:00:00,0.82939,0.82944,0.82878,0.82884,4263
2025-01-08 10:00:00,0.82882,0.82913,0.82835,0.82902,3843
2025-01-08 11:00:00,0.82901,0.83371,0.82901,0.83228,10376
2025-01-08 12:00:00,0.83232,0.83482,0.83222,0.83351,8208
2025-01-08 13:00:00,0.83351,0.83509,0.83302,0.83385,9403
2025-01-08 14:00:00,0.83386,0.83512,0.83331,0.83488,7612
2025-01-08 15:00:00,0.8349,0.8352,0.83441,0.83461,6730
2025-01-08 16:00:00,0.83462,0.83491,0.83382,0.83395,5510
2025-01-08 17:00:00,0.83395,0.83494,0.8338,0.83471,4108
2025-01-08 18:00:00,0.83474,0.8348,0.83408,0.8345,3886
2025-01-08 19:00:00,0.83437,0.8347,0.83411,0.83425,3717
2025-01-08 20:00:00,0.83425,0.83457,0.83422,0.83446,2222
2025-01-08 21:00:00,0.83445,0.83452,0.83423,0.83432,899
2025-01-08 22:00:00,0.83432,0.83451,0.83391,0.83437,4992
2025-01-08 23:00:00,0.83438,0.83473,0.83438,0.83452,1008
2025-01-09 00:00:00,0.83451,0.8348,0.83425,0.83461,1983
2025-01-09 01:00:00,0.83463,0.83465,0.83444,0.83454,2101
2025-01-09 02:00:00,0.83455,0.83475,0.8345,0.83464,2419
2025-01-09 03:00:00,0.83464,0.83535,0.83464,0.83528,1584
2025-01-09 04:00:00,0.83528,0.83584,0.83528,0.8358,1467
2025-01-09 05:00:00,0.83581,0.8361,0.83557,0.83579,1971
2025-01-09 06:00:00,0.83578,0.83784,0.83572,0.83774,4070
2025-01-09 07:00:00,0.83786,0.83991,0.83716,0.83947,7723
2025-01-09 08:00:00,0.83945,0.84035,0.83806,0.83886,7643
2025-01-09 09:00:00,0.83885,0.83941,0.83825,0.83911,5879
2025-01-09 10:00:00,0.83912,0.84065,0.8384,0.83867,6326
2025-01-09 11:00:00,0.83867,0.8393,0.83733,0.83824,5924
2025-01-09 12:00:00,0.83824,0.83931,0.83794,0.83812,4647
2025-01-09 13:00:00,0.83813,0.83837,0.83711,0.83801,5975
2025-01-09 14:00:00,0.83801,0.83848,0.837,0.83704,4533
2025-01-09 15:00:00,0.837,0.83749,0.83672,0.83715,5244
2025-01-09 16:00:00,0.83713,0.83779,0.83693,0.83712,3784
2025-01-09 17:00:00,0.83711,0.83716,0.83651,0.83711,2585
2025-01-09 18:00:00,0.8371,0.8373,0.8368,0.83696,1679
2025-01-09 19:00:00,0.83695,0.8371,0.8366,0.83662,1113
2025-01-09 20:00:00,0.83664,0.83688,0.83662,0.83678,901
2025-01-09 21:00:00,0.83678,0.83682,0.83666,0.83678,409
2025-01-09 22:00:00,0.83681,0.83695,0.83629,0.83662,1378
2025-01-09 23:00:00,0.83665,0.8373,0.83663,0.83722,1095
2025-01-10 00:00:00,0.83722,0.83734,0.83692,0.83723,2194
2025-01-10 01:00:00,0.83725,0.8375,0.83711,0.8373,2905
2025-01-10 02:00:00,0.8373,0.83737,0.8369,0.83719,2090
2025-01-10 03:00:00,0.83717,0.83735,0.83708,0.83719,1338
2025-01-10 04:00:00,0.8372,0.83745,0.83706,0.83743,1636
2025-01-10 05:00:00,0.83743,0.83801,0.83729,0.83788,2425
2025-01-10 06:00:00,0.83789,0.83812,0.8374,0.83807,2276
2025-01-10 07:00:00,0.83807,0.83818,0.83699,0.83779,3374
2025-01-10 08:00:00,0.8378,0.83857,0.83756,0.8384,4838
2025-01-10 09:00:00,0.83838,0.83848,0.83699,0.83723,3846
2025-01-10 10:00:00,0.83723,0.83817,0.83721,0.83789,3721
2025-01-10 11:00:00,0.8379,0.83839,0.83698,0.83734,3560
2025-01-10 12:00:00,0.83732,0.8375,0.83655,0.83676,3463
2025-01-10 13:00:00,0.83677,0.83934,0.83646,0.83852,9357
2025-01-10 14:00:00,0.83851,0.83917,0.83732,0.83737,10149
2025-01-10 15:00:00,0.83719,0.83833,0.83676,0.83814,9415
2025-01-10 16:00:00,0.83813,0.83892,0.83805,0.83829,6991
2025-01-10 17:00:00,0.83827,0.83861,0.83797,0.83819,4375
2025-01-10 18:00:00,0.8382,0.83868,0.83815,0.83854,2955
2025-01-10 19:00:00,0.83857,0.83909,0.83844,0.83909,3123
2025-01-10 20:00:00,0.83908,0.83927,0.83886,0.83912,2386
2025-01-10 21:00:00,0.83912,0.83918,0.83895,0.83901,678
2025-01-12 22:00:00,0.83822,0.83951,0.83822,0.8392,2370
2025-01-12 23:00:00,0.83926,0.83942,0.83913,0.83931,1538
2025-01-13 00:00:00,0.83934,0.83953,0.8391,0.83943,1684
2025-01-13 01:00:00,0.83942,0.84024,0.83935,0.84008,2495
2025-01-13 02:00:00,0.84007,0.84069,0.84001,0.84064,1845
2025-01-13 03:00:00,0.84062,0.84176,0.84056,0.84123,2801
2025-01-13 04:00:00,0.84114,0.84182,0.84064,0.84122,2326
2025-01-13 05:00:00,0.84121,0.84186,0.84099,0.84129,1809
2025-01-13 06:00:00,0.84128,0.84152,0.84051,0.84137,2535
2025-01-13 07:00:00,0.84135,0.84202,0.84072,0.84156,5658
2025-01-13 08:00:00,0.84158,0.84225,0.84046,0.84224,7125
2025-01-13 09:00:00,0.84222,0.84241,0.8405,0.84196,7885
2025-01-13 10:00:00,0.842,0.84205,0.84071,0.84091,5131
2025-01-13 11:00:00,0.84092,0.84196,0.8401,0.8419,4961
2025-01-13 12:00:00,0.84192,0.84233,0.84105,0.84158,6298
2025-01-13 13:00:00,0.84159,0.8419,0.8405,0.84075,6062
2025-01-13 14:00:00,0.84078,0.8413,0.83969,0.84012,6956
2025-01-13 15:00:00,0.84013,0.84022,0.83902,0.83912,6796
2025-01-13 16:00:00,0.83913,0.83982,0.83892,0.83978,5439
2025-01-13 17:00:00,0.83977,0.83978,0.83914,0.83933,3955
2025-01-13 18:00:00,0.83933,0.83972,0.83876,0.83877,3287
2025-01-13 19:00:00,0.83878,0.83921,0.83855,0.8389,2619
2025-01-13 20:00:00,0.8389,0.83915,0.83887,0.83907,2032
2025-01-13 21:00:00,0.83905,0.83922,0.83897,0.83911,442
2025-01-13 22:00:00,0.83908,0.83988,0.83808,0.83838,2668
2025-01-13 23:00:00,0.83839,0.83946,0.83839,0.8391,3498
2025-01-14 00:00:00,0.83911,0.83934,0.83888,0.83922,2520
2025-01-14 01:00:00,0.83922,0.83934,0.83893,0.8393,2783
2025-01-14 02:00:00,0.83932,0.83982,0.83929,0.83956,2341
2025-01-14 03:00:00,0.83958,0.83975,0.83909,0.83941,2038
2025-01-14 04:00:00,0.83941,0.83978,0.83935,0.8395,1371
2025-01-14 05:00:00,0.83951,0.83978,0.83944,0.83956,1667
2025-01-14 06:00:00,0.83953,0.83966,0.83911,0.83943,2388
2025-01-14 07:00:00,0.83943,0.83991,0.8393,0.83979,5305
2025-01-14 08:00:00,0.83979,0.8403,0.83868,0.84018,6136
2025-01-14 09:00:00,0.8402,0.84251,0.8402,0.84242,5426
2025-01-14 10:00:00,0.84243,0.84287,0.84163,0.84184,4404
2025-01-14 11:00:00,0.84182,0.84243,0.84152,0.84209,3104
2025-01-14 12:00:00,0.8421,0.84276,0.8418,0.84249,4259
2025-01-14 13:00:00,0.8425,0.84428,0.84233,0.84364,8433
