datetime,open,high,low,close,volume
2025-06-08 18:20:56.676304,1.2006,1.20088,1.20046,1.2006,2886
2025-06-08 22:20:56.676304,1.2006,1.20096,1.19999,1.20043,4718
2025-06-09 02:20:56.676304,1.20043,1.20147,1.20034,1.20121,4753
2025-06-09 06:20:56.676304,1.20121,1.20319,1.20109,1.20304,4367
2025-06-09 10:20:56.676304,1.20304,1.20343,1.20267,1.20276,1806
2025-06-09 14:20:56.676304,1.20276,1.20286,1.2024,1.20248,4258
2025-06-09 18:20:56.676304,1.20248,1.20446,1.2024,1.20438,2435
2025-06-09 22:20:56.676304,1.20438,1.20582,1.20431,1.2053,4266
2025-06-10 02:20:56.676304,1.2053,1.20554,1.20423,1.20473,2850
2025-06-10 06:20:56.676304,1.20473,1.20564,1.20447,1.20539,3010
2025-06-10 10:20:56.676304,1.20539,1.2056,1.20475,1.20483,2535
2025-06-10 14:20:56.676304,1.20483,1.20489,1.20405,1.20427,3496
2025-06-10 18:20:56.676304,1.20427,1.20458,1.2039,1.20456,1557
2025-06-10 22:20:56.676304,1.20456,1.20485,1.20213,1.20226,3133
2025-06-11 02:20:56.676304,1.20226,1.20257,1.20014,1.20019,1606
2025-06-11 06:20:56.676304,1.20019,1.20025,1.19924,1.19951,3975
2025-06-11 10:20:56.676304,1.19951,1.19972,1.19828,1.1983,4049
2025-06-11 14:20:56.676304,1.1983,1.19879,1.19821,1.19867,4285
2025-06-11 18:20:56.676304,1.19867,1.19888,1.19752,1.19759,4189
2025-06-11 22:20:56.676304,1.19759,1.19783,1.19579,1.1959,3889
2025-06-12 02:20:56.676304,1.1959,1.19779,1.19568,1.19765,3775
2025-06-12 06:20:56.676304,1.19765,1.19799,1.19697,1.19738,2382
2025-06-12 10:20:56.676304,1.19738,1.19753,1.19693,1.19746,2848
2025-06-12 14:20:56.676304,1.19746,1.19783,1.19571,1.19576,3445
2025-06-12 18:20:56.676304,1.19576,1.19642,1.19508,1.1951,3786
2025-06-12 22:20:56.676304,1.1951,1.19542,1.19505,1.19524,1610
2025-06-13 02:20:56.676304,1.19524,1.19535,1.19339,1.19386,2696
2025-06-13 06:20:56.676304,1.19386,1.19465,1.19382,1.19431,4702
2025-06-13 10:20:56.676304,1.19431,1.19434,1.19335,1.19359,4939
2025-06-13 14:20:56.676304,1.19359,1.19363,1.19261,1.19325,2596
2025-06-13 18:20:56.676304,1.19325,1.19338,1.19249,1.19253,4211
2025-06-13 22:20:56.676304,1.19253,1.19485,1.19231,1.19474,4679
2025-06-14 02:20:56.676304,1.19474,1.19532,1.1944,1.19472,3950
2025-06-14 06:20:56.676304,1.19472,1.19505,1.19308,1.19346,2809
2025-06-14 10:20:56.676304,1.19346,1.19451,1.1934,1.19444,2993
2025-06-14 14:20:56.676304,1.19444,1.19451,1.19278,1.19298,2449
2025-06-14 18:20:56.676304,1.19298,1.19327,1.19252,1.19323,1052
2025-06-14 22:20:56.676304,1.19323,1.19352,1.19064,1.1909,4844
2025-06-15 02:20:56.676304,1.1909,1.19103,1.18925,1.18932,1341
2025-06-15 06:20:56.676304,1.18932,1.18983,1.18932,1.18955,3381
2025-06-15 10:20:56.676304,1.18955,1.19047,1.18955,1.19043,1839
2025-06-15 14:20:56.676304,1.19043,1.19064,1.1904,1.19063,1762
2025-06-15 18:20:56.676304,1.19063,1.19067,1.19049,1.1905,3259
2025-06-15 22:20:56.676304,1.1905,1.19063,1.18979,1.19014,2763
2025-06-16 02:20:56.676304,1.19014,1.1908,1.18807,1.18838,1620
2025-06-16 06:20:56.676304,1.18838,1.1889,1.18745,1.18752,4784
2025-06-16 10:20:56.676304,1.18752,1.18759,1.18663,1.18698,3575
2025-06-16 14:20:56.676304,1.18698,1.18843,1.18689,1.18823,1624
2025-06-16 18:20:56.676304,1.18823,1.18866,1.188,1.18864,1108
2025-06-16 22:20:56.676304,1.18864,1.18896,1.18637,1.18655,3687
2025-06-17 02:20:56.676304,1.18655,1.18711,1.18642,1.18693,3610
2025-06-17 06:20:56.676304,1.18693,1.18705,1.18639,1.18648,1972
2025-06-17 10:20:56.676304,1.18648,1.18653,1.18549,1.18567,4320
2025-06-17 14:20:56.676304,1.18567,1.18651,1.18526,1.1864,1819
2025-06-17 18:20:56.676304,1.1864,1.18787,1.18625,1.18762,1052
2025-06-17 22:20:56.676304,1.18762,1.18881,1.1872,1.18873,4570
2025-06-18 02:20:56.676304,1.18873,1.18917,1.1876,1.18773,2037
2025-06-18 06:20:56.676304,1.18773,1.18799,1.18703,1.18736,2072
2025-06-18 10:20:56.676304,1.18736,1.1882,1.18704,1.18776,3208
2025-06-18 14:20:56.676304,1.18776,1.18936,1.18732,1.18892,4793
2025-06-18 18:20:56.676304,1.18892,1.18905,1.18821,1.18835,4473
2025-06-18 22:20:56.676304,1.18835,1.18845,1.18788,1.18813,4199
2025-06-19 02:20:56.676304,1.18813,1.18813,1.18672,1.18681,2074
2025-06-19 06:20:56.676304,1.18681,1.18683,1.18485,1.18539,2031
2025-06-19 10:20:56.676304,1.18539,1.18653,1.18535,1.18636,4937
2025-06-19 14:20:56.676304,1.18636,1.18801,1.18604,1.18797,2089
2025-06-19 18:20:56.676304,1.18797,1.18799,1.18783,1.18788,2096
2025-06-19 22:20:56.676304,1.18788,1.18932,1.18738,1.18907,4318
2025-06-20 02:20:56.676304,1.18907,1.18968,1.18901,1.1895,3402
2025-06-20 06:20:56.676304,1.1895,1.18975,1.18849,1.18874,4657
2025-06-20 10:20:56.676304,1.18874,1.18929,1.18828,1.18917,3075
2025-06-20 14:20:56.676304,1.18917,1.19132,1.18908,1.191,3412
2025-06-20 18:20:56.676304,1.191,1.19105,1.1908,1.19095,2154
2025-06-20 22:20:56.676304,1.19095,1.19317,1.19062,1.19282,2188
2025-06-21 02:20:56.676304,1.19282,1.19304,1.18946,1.1897,3654
2025-06-21 06:20:56.676304,1.1897,1.19134,1.18968,1.19068,1859
2025-06-21 10:20:56.676304,1.19068,1.19083,1.19053,1.19078,2985
2025-06-21 14:20:56.676304,1.19078,1.19081,1.19,1.19042,4083
2025-06-21 18:20:56.676304,1.19042,1.19078,1.19042,1.19053,3753
2025-06-21 22:20:56.676304,1.19053,1.19098,1.18778,1.18817,4276
2025-06-22 02:20:56.676304,1.18817,1.18827,1.18775,1.18791,2088
2025-06-22 06:20:56.676304,1.18791,1.18858,1.18747,1.18833,1366
