datetime,open,high,low,close,volume
2025-01-01 22:00:00,1.251,1.2514,1.25083,1.25122,1289
2025-01-01 23:00:00,1.251,1.25195,1.25073,1.25194,3014
2025-01-02 00:00:00,1.25199,1.25204,1.25091,1.25164,2541
2025-01-02 01:00:00,1.25162,1.25226,1.25119,1.25202,4142
2025-01-02 02:00:00,1.25203,1.25336,1.25202,1.25336,2527
2025-01-02 03:00:00,1.25337,1.25366,1.25303,1.25364,2986
2025-01-02 04:00:00,1.25365,1.25406,1.25313,1.25345,1855
2025-01-02 05:00:00,1.25347,1.25357,1.25295,1.25326,1752
2025-01-02 06:00:00,1.25324,1.25333,1.2528,1.25295,2488
2025-01-02 07:00:00,1.25294,1.25343,1.25204,1.25215,4613
2025-01-02 08:00:00,1.25217,1.25239,1.24908,1.24981,7005
2025-01-02 09:00:00,1.24979,1.25032,1.248,1.24824,5319
2025-01-02 10:00:00,1.24822,1.2492,1.24462,1.24467,6998
2025-01-02 11:00:00,1.24466,1.24541,1.24352,1.24536,5687
2025-01-02 12:00:00,1.24543,1.24573,1.24155,1.24201,6110
2025-01-02 13:00:00,1.24202,1.24213,1.23963,1.24041,8742
2025-01-02 14:00:00,1.24043,1.24114,1.23887,1.24002,7933
2025-01-02 15:00:00,1.23988,1.23992,1.23702,1.23748,9740
2025-01-02 16:00:00,1.23749,1.23793,1.23523,1.23745,10654
2025-01-02 17:00:00,1.2374,1.23803,1.23615,1.23722,7637
2025-01-02 18:00:00,1.23729,1.2376,1.23662,1.23693,5786
2025-01-02 19:00:00,1.23699,1.2378,1.23639,1.23689,5052
2025-01-02 20:00:00,1.23688,1.23854,1.23688,1.23783,4059
2025-01-02 21:00:00,1.23782,1.23808,1.23776,1.23799,728
2025-01-02 22:00:00,1.23713,1.2382,1.23643,1.23798,1803
2025-01-02 23:00:00,1.23834,1.23834,1.2376,1.23796,1783
2025-01-03 00:00:00,1.23793,1.23876,1.23781,1.23866,2320
2025-01-03 01:00:00,1.23867,1.23901,1.23821,1.23853,2844
2025-01-03 02:00:00,1.23852,1.23918,1.23841,1.2391,2372
2025-01-03 03:00:00,1.2391,1.23959,1.2391,1.23938,2199
2025-01-03 04:00:00,1.23937,1.23944,1.23902,1.23937,2124
2025-01-03 05:00:00,1.23939,1.23976,1.23861,1.23954,2594
2025-01-03 06:00:00,1.23952,1.24042,1.23945,1.24038,2645
2025-01-03 07:00:00,1.24035,1.24068,1.23871,1.23994,6080
2025-01-03 08:00:00,1.23998,1.24071,1.23906,1.23937,5603
2025-01-03 09:00:00,1.23935,1.24167,1.2393,1.24059,4472
2025-01-03 10:00:00,1.2406,1.2408,1.23864,1.23925,4720
2025-01-03 11:00:00,1.23924,1.24164,1.23924,1.24069,4879
2025-01-03 12:00:00,1.24068,1.24128,1.24033,1.24065,4605
2025-01-03 13:00:00,1.24066,1.24119,1.23987,1.24013,5278
2025-01-03 14:00:00,1.24014,1.24133,1.23936,1.24116,5684
2025-01-03 15:00:00,1.24116,1.2417,1.2388,1.24048,9991
2025-01-03 16:00:00,1.24042,1.24178,1.24026,1.24174,6371
2025-01-03 17:00:00,1.24175,1.24293,1.24158,1.24184,4862
2025-01-03 18:00:00,1.24185,1.2426,1.24154,1.242,4315
2025-01-03 19:00:00,1.24196,1.2434,1.24182,1.24277,3471
2025-01-03 20:00:00,1.24276,1.2434,1.24241,1.24265,3161
2025-01-03 21:00:00,1.24263,1.24298,1.24251,1.24255,713
2025-01-05 22:00:00,1.2414,1.24226,1.24104,1.24164,2094
2025-01-05 23:00:00,1.24185,1.24339,1.24184,1.24244,1804
2025-01-06 00:00:00,1.24245,1.24319,1.24177,1.24295,5080
2025-01-06 01:00:00,1.24295,1.24387,1.24263,1.24352,4325
2025-01-06 02:00:00,1.24351,1.24427,1.24329,1.24394,3265
2025-01-06 03:00:00,1.24391,1.24408,1.24317,1.24356,2497
2025-01-06 04:00:00,1.24355,1.24391,1.24321,1.24375,1747
2025-01-06 05:00:00,1.24374,1.2444,1.24354,1.24361,2473
2025-01-06 06:00:00,1.2436,1.24475,1.24355,1.24428,3004
2025-01-06 07:00:00,1.24427,1.24567,1.24381,1.24527,4134
2025-01-06 08:00:00,1.24528,1.24824,1.24523,1.24802,6189
2025-01-06 09:00:00,1.24801,1.24917,1.24711,1.24755,6973
2025-01-06 10:00:00,1.24756,1.24784,1.24631,1.24634,5144
2025-01-06 11:00:00,1.24634,1.25477,1.24552,1.25435,12696
2025-01-06 12:00:00,1.25434,1.25509,1.25261,1.25352,8969
2025-01-06 13:00:00,1.25356,1.25484,1.25203,1.25344,9236
2025-01-06 14:00:00,1.25343,1.25374,1.24684,1.25118,12299
2025-01-06 15:00:00,1.25114,1.25175,1.24935,1.25081,11752
2025-01-06 16:00:00,1.25085,1.25351,1.25045,1.25262,7957
2025-01-06 17:00:00,1.25261,1.2527,1.25016,1.25181,4927
2025-01-06 18:00:00,1.25183,1.25199,1.25056,1.25077,4537
2025-01-06 19:00:00,1.25078,1.25149,1.25025,1.25126,4433
2025-01-06 20:00:00,1.25124,1.2522,1.25113,1.25195,2904
2025-01-06 21:00:00,1.25194,1.25236,1.25175,1.25233,1706
2025-01-06 22:00:00,1.25116,1.25194,1.25106,1.25168,1431
2025-01-06 23:00:00,1.25168,1.25189,1.2509,1.25098,1751
2025-01-07 00:00:00,1.25104,1.25141,1.25038,1.25128,3500
2025-01-07 01:00:00,1.25126,1.25234,1.25062,1.25193,4405
2025-01-07 02:00:00,1.25192,1.25247,1.25165,1.252,3234
2025-01-07 03:00:00,1.252,1.25329,1.25167,1.25327,3527
2025-01-07 04:00:00,1.25329,1.25352,1.2529,1.2531,2099
2025-01-07 05:00:00,1.25309,1.25425,1.25294,1.25377,3368
2025-01-07 06:00:00,1.25377,1.25459,1.25353,1.25376,3094
2025-01-07 07:00:00,1.25379,1.25629,1.25375,1.25524,6627
2025-01-07 08:00:00,1.25523,1.25613,1.25317,1.25613,7014
